# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Mon May 01 13:31:31 PDT 2023 [seed=1682973089802]
# -save_state saved_state -save_every 100000 -threads 1 -beagle_GPU -beagle_cuda -beagle_scaling dynamic infile.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
48000	-19763.44660663166	-182.09215278762576	-19581.354453844033	0.8507017382915776	16.273333689838736	3.056830517482789	1.0	1.0	-19581.354453844033	0.0	-180.97477418705122
49000	-19766.99978239656	-180.92835145886602	-19586.071430937693	0.8854719379189954	16.36692116792853	3.327427578632765	1.0	1.0	-19586.071430937693	0.0	-179.72615195231378
50000	-19776.84286709432	-184.51753781088846	-19592.325329283434	0.9234442016051438	16.871535286671058	3.576990001986977	1.0	1.0	-19592.325329283434	0.0	-183.2430161456988
51000	-19780.042324270282	-185.61001350573025	-19594.43231076455	0.7855452327631007	16.68190628355185	4.241330437630724	1.0	1.0	-19594.43231076455	0.0	-184.16513650324572
52000	-19780.70692323341	-186.5394389662261	-19594.167484267186	0.8027866808413991	16.81086125569266	3.3634129048128236	1.0	1.0	-19594.167484267186	0.0	-185.32648276229136
53000	-19773.585039994236	-183.16550795604905	-19590.419532038188	0.8168400246892715	16.572332206368664	3.516748659554791	1.0	1.0	-19590.419532038188	0.0	-181.90797106955367
54000	-19790.643723600308	-184.9437339041411	-19605.699989696168	0.8644207113463865	17.060326869791297	3.5938828334543587	1.0	1.0	-19605.699989696168	0.0	-183.66450071690815
55000	-19770.492783586196	-182.97936301247418	-19587.513420573723	0.8314854735382727	16.58236463621964	3.7298269137303457	1.0	1.0	-19587.513420573723	0.0	-181.66300118372078
56000	-19780.238103800915	-186.4691664093043	-19593.76893739161	0.8513557052164434	16.977745922016314	3.3579518476554626	1.0	1.0	-19593.76893739161	0.0	-185.25783519034218
57000	-19777.755943140106	-182.7435323409841	-19595.01241079912	0.8338474090219476	16.236127087270813	3.158069922366999	1.0	1.0	-19595.01241079912	0.0	-181.59357128405094
58000	-19768.22382674994	-186.85701158063944	-19581.366815169302	0.8991243891538464	17.051174556429462	4.141265247102701	1.0	1.0	-19581.366815169302	0.0	-185.43601022425085
59000	-19770.99588086886	-185.77194938950308	-19585.22393147936	0.8664434485858665	16.952984766833207	3.497698686850822	1.0	1.0	-19585.22393147936	0.0	-184.51984415531012
60000	-19772.36829836641	-184.30522191605561	-19588.063076450355	0.9165655850544434	16.862810011279848	3.8622127145826908	1.0	1.0	-19588.063076450355	0.0	-182.9539816546995
61000	-19765.980651038968	-183.48302838791145	-19582.497622651055	0.8611423219928513	16.58564162500127	3.0313545073102883	1.0	1.0	-19582.497622651055	0.0	-182.37401883616366
62000	-19768.775094743996	-184.98029277359313	-19583.7948019704	0.8637236623312304	16.890309421463257	3.208368573560033	1.0	1.0	-19583.7948019704	0.0	-183.81453019818096
63000	-19773.771056187365	-183.62027747127954	-19590.150778716084	0.8502341226151167	16.63995128364292	3.1714213889895793	1.0	1.0	-19590.150778716084	0.0	-182.46609759619218
64000	-19782.320090917594	-182.56186112227704	-19599.758229795316	0.8038628610158246	16.585224920496636	3.50253988918264	1.0	1.0	-19599.758229795316	0.0	-181.30837273433838
65000	-19776.609783585984	-183.80278270924322	-19592.80700087674	0.8157965512976662	16.460993131462146	3.0692064527436833	1.0	1.0	-19592.80700087674	0.0	-182.68136366550527
66000	-19785.257776137645	-186.7587936222627	-19598.498982515383	0.8274812987070052	16.996051368891994	3.3849447741604974	1.0	1.0	-19598.498982515383	0.0	-185.53945603090287
67000	-19769.47293565069	-184.48483951012872	-19584.98809614056	0.9009171563582039	16.798107667903512	3.1203755440739647	1.0	1.0	-19584.98809614056	0.0	-183.34688614886045
68000	-19768.82758000201	-185.82683354239552	-19583.000746459613	0.882355588187502	17.121008109047942	3.934469838114411	1.0	1.0	-19583.000746459613	0.0	-184.45705739943418
69000	-19773.321353594783	-183.15109450615896	-19590.170259088623	0.8638382193153343	16.371667221318837	3.889710374607634	1.0	1.0	-19590.170259088623	0.0	-181.7927598051288
70000	-19772.41054053132	-183.56537212475095	-19588.84516840657	0.8352568084371513	16.424993416339028	3.8228210752807574	1.0	1.0	-19588.84516840657	0.0	-182.22438347330802
71000	-19769.51607841954	-185.03295727738558	-19584.483121142155	0.9056793213104175	16.86737900547304	3.3246789484550416	1.0	1.0	-19584.483121142155	0.0	-183.8315841647953
72000	-19771.421609910434	-184.53313667019967	-19586.888473240233	0.8513307670201604	16.62462071024979	4.021681203361631	1.0	1.0	-19586.888473240233	0.0	-183.14143664520262
73000	-19773.68208187623	-185.8126465126233	-19587.86943536361	0.8068213546586211	16.64627039715784	4.432366288614064	1.0	1.0	-19587.86943536361	0.0	-184.3237129202454
74000	-19770.491437246812	-186.26246640363715	-19584.228970843174	0.8416652873183916	17.00773795227983	3.5859519046691135	1.0	1.0	-19584.228970843174	0.0	-184.98544244051595
75000	-19768.047525010737	-182.05680922653897	-19585.9907157842	0.7948143495824911	16.307748568750288	3.5091085012048207	1.0	1.0	-19585.9907157842	0.0	-180.80144720958242
76000	-19769.196026542486	-183.7074963137345	-19585.48853022875	0.8021016899694283	16.589230553945242	3.8594735657005046	1.0	1.0	-19585.48853022875	0.0	-182.3569655215015
77000	-19778.2689499382	-184.15243077774062	-19594.11651916046	0.8387502689553306	16.692963992890768	3.5172140393080467	1.0	1.0	-19594.11651916046	0.0	-182.89476156761094
78000	-19773.03734857284	-185.00388450302108	-19588.03346406982	0.8936565451811869	16.83947168685253	3.7599433940374576	1.0	1.0	-19588.03346406982	0.0	-183.6794806005099
79000	-19772.53234664988	-183.34831107270713	-19589.184035577175	0.8644512944909686	16.565981319323072	3.385505994747568	1.0	1.0	-19589.184035577175	0.0	-182.12880769605252
80000	-19776.344293351587	-185.93467971587359	-19590.409613635715	0.903894628111533	17.08116628714651	3.5338452035168144	1.0	1.0	-19590.409613635715	0.0	-184.6722931449963
81000	-19771.387516361112	-185.45801998174684	-19585.929496379365	0.8270316441019261	16.804104511626942	3.509473294126113	1.0	1.0	-19585.929496379365	0.0	-184.20255401418254
82000	-19775.324556356798	-184.1306337435101	-19591.19392261329	0.8473353456966304	16.6590811068768	3.4295977245908107	1.0	1.0	-19591.19392261329	0.0	-182.89819077067065
83000	-19771.9983304511	-186.2367550735253	-19585.761575377575	0.846618243061812	16.963416729505663	3.54449888624324	1.0	1.0	-19585.761575377575	0.0	-184.97135828143354
84000	-19778.29772555142	-187.9938913768447	-19590.303834174574	0.9519829591994646	17.32084477308637	3.0166189248354334	1.0	1.0	-19590.303834174574	0.0	-186.8897547339476
85000	-19789.276222274148	-183.14113975008505	-19606.135082524062	0.8377048719377845	16.423987419047066	2.9788724157069586	1.0	1.0	-19606.135082524062	0.0	-182.04959490516399
86000	-19776.430736705977	-184.1736694432609	-19592.257067262715	0.8116163207553654	16.541908989394077	3.31515954488788	1.0	1.0	-19592.257067262715	0.0	-182.9751636926099
87000	-19780.11315547023	-186.06534627053102	-19594.0478091997	0.7977034759756388	16.89526092802333	3.232830801812986	1.0	1.0	-19594.0478091997	0.0	-184.89198810788875
88000	-19777.224963325407	-182.42602998008914	-19594.79893334532	0.8261026066503183	16.471445048483616	3.7047937245399774	1.0	1.0	-19594.79893334532	0.0	-181.11640239777898
89000	-19785.726796985997	-184.21306415933807	-19601.513732826657	0.8219139904654363	16.699754568378328	3.5955651511501534	1.0	1.0	-19601.513732826657	0.0	-182.93336297574987
90000	-19778.450937064605	-185.48419278826657	-19592.96674427634	0.8801853141507464	16.90978006243313	3.788714570902372	1.0	1.0	-19592.96674427634	0.0	-184.15216599005143
91000	-19778.552930336173	-184.8876767387331	-19593.66525359744	0.8263826180261468	16.482649063776286	2.9893031544811146	1.0	1.0	-19593.66525359744	0.0	-183.79263643719486
92000	-19783.639791692774	-184.34637989704976	-19599.293411795723	0.8316509898954647	16.494818419756584	2.855101095531152	1.0	1.0	-19599.293411795723	0.0	-183.29727264457532
93000	-19777.390165874174	-181.52248626264793	-19595.867679611525	0.8472449691456662	16.248806818612003	3.192240610069809	1.0	1.0	-19595.867679611525	0.0	-180.36176320680667
94000	-19776.855129847903	-183.74092809973553	-19593.11420174817	0.8281372452687397	16.582132805065534	3.1540073042255354	1.0	1.0	-19593.11420174817	0.0	-182.59225429533637
95000	-19782.76921639292	-184.7517322238257	-19598.017484169093	0.8684881616815372	16.67565525488872	4.290004361086922	1.0	1.0	-19598.017484169093	0.0	-183.29544447431593
96000	-19774.134108858434	-181.6982460154882	-19592.435862842947	0.8658524112749509	16.400304907724504	3.2740455839861116	1.0	1.0	-19592.435862842947	0.0	-180.51221961361048
97000	-19773.281854817204	-181.3561503167024	-19591.9257045005	0.8439653403311032	16.46686151188031	3.3263316369121125	1.0	1.0	-19591.9257045005	0.0	-180.15428023046584
98000	-19772.326619910626	-184.05802177496008	-19588.268598135666	0.870384329602862	16.985354767167767	3.2141012807548774	1.0	1.0	-19588.268598135666	0.0	-182.89047399577197
99000	-19772.954278381287	-180.92005104763638	-19592.03422733365	0.8383497657728359	16.352927161301338	3.3328208578382568	1.0	1.0	-19592.03422733365	0.0	-179.71623199777858
100000	-19782.581194232193	-184.55633777760298	-19598.02485645459	0.8674275136311701	17.034996806014533	3.3377381133204707	1.0	1.0	-19598.02485645459	0.0	-183.3510444116064
101000	-19776.82425799053	-182.21621849049302	-19594.60803950004	0.7622005085542072	16.40590791134396	3.9042772346340913	1.0	1.0	-19594.60803950004	0.0	-180.85414581149368
102000	-19784.89144791031	-182.71679719345386	-19602.174650716857	0.9807121919231869	16.96270739984599	4.12128953027205	1.0	1.0	-19602.174650716857	0.0	-181.30063108627996
103000	-19776.310938537317	-184.57645939849843	-19591.73447913882	0.8920271746206536	17.306342160084935	3.5075028561103068	1.0	1.0	-19591.73447913882	0.0	-183.32155505121767
104000	-19761.520618912993	-181.06020504322086	-19580.460413869772	0.8578737548858134	16.616361857585	3.4015532944434086	1.0	1.0	-19580.460413869772	0.0	-179.83597286461665
105000	-19767.073993509453	-182.07754518219795	-19584.996448327256	0.885542296103502	16.85753770885335	3.4663467755668607	1.0	1.0	-19584.996448327256	0.0	-180.83444394525523
106000	-19770.302164763732	-180.77150270399966	-19589.530662059733	0.8477285007571507	16.503655491367535	3.478979584741998	1.0	1.0	-19589.530662059733	0.0	-179.52476367598678
107000	-19774.00513648138	-183.96543115050014	-19590.03970533088	0.7899108698356501	16.532308951254013	3.181969475107534	1.0	1.0	-19590.03970533088	0.0	-182.80793081362
108000	-19773.04080636525	-185.26972915065716	-19587.771077214595	0.8980957087480402	16.951216385935826	3.494220956103822	1.0	1.0	-19587.771077214595	0.0	-184.01861870222015
109000	-19775.451600010376	-183.92068334402072	-19591.530916666354	0.8165537642496897	16.486251803204194	3.3526650319819167	1.0	1.0	-19591.530916666354	0.0	-182.71092778251665
110000	-19777.92944987448	-182.54794512276868	-19595.38150475171	0.8642860461287526	16.506624039905144	3.6631425626256457	1.0	1.0	-19595.38150475171	0.0	-181.24962372009364
111000	-19777.667789604006	-185.6371491188299	-19592.030640485176	0.9568151242014952	16.893216140348425	4.53199754772102	1.0	1.0	-19592.030640485176	0.0	-184.12598631676732
112000	-19773.296037474534	-182.04779147783603	-19591.2482459967	0.9482234564818282	16.44762453689016	3.158247404737742	1.0	1.0	-19591.2482459967	0.0	-180.89777422284897
113000	-19763.98615195533	-185.4451519838897	-19578.54099997144	0.8528981877481903	16.766759352936027	3.293787524193643	1.0	1.0	-19578.54099997144	0.0	-184.2531138581025
114000	-19763.814845076467	-187.16705659812447	-19576.64778847834	0.9020816227504153	17.37244564242151	4.031205839731384	1.0	1.0	-19576.64778847834	0.0	-185.77299105110777
115000	-19762.73839959153	-183.4270860801362	-19579.311313511393	0.8542917317146088	16.87452279178207	3.6953608773034685	1.0	1.0	-19579.311313511393	0.0	-182.12000786411716
116000	-19780.905447558805	-182.6826958859306	-19598.222751672874	0.8444838733774127	16.807338686688325	3.6879999554570317	1.0	1.0	-19598.222751672874	0.0	-181.37761159231405
117000	-19769.60706228992	-183.71040674638866	-19585.896655543533	0.8331502018206463	16.872223320932218	3.204871851082254	1.0	1.0	-19585.896655543533	0.0	-182.5457346408771
118000	-19770.745668747662	-183.778546058497	-19586.967122689166	0.8636120583373609	17.00138481840752	3.4546154350609473	1.0	1.0	-19586.967122689166	0.0	-182.5388349142565
119000	-19776.283251858138	-181.88267574358096	-19594.400576114556	0.8921932670928188	16.55679620160672	3.9285200603784145	1.0	1.0	-19594.400576114556	0.0	-180.51441296358928
120000	-19771.201224563076	-185.77458330491987	-19585.426641258156	0.8798111516457219	16.84405339811671	4.28628585395203	1.0	1.0	-19585.426641258156	0.0	-184.31916271528334
121000	-19782.26517687239	-187.46839800570132	-19594.79677886669	0.8634204928080726	17.132691984574528	3.3713119000384606	1.0	1.0	-19594.79677886669	0.0	-186.25309604924465
122000	-19787.43800553701	-183.7429621297423	-19603.695043407268	0.8687328592473713	16.662337737990953	4.015484432322689	1.0	1.0	-19603.695043407268	0.0	-182.3528041339998
123000	-19769.57654027865	-183.82800082503425	-19585.748539453616	0.9064840728256696	16.898079179724512	3.422804591964028	1.0	1.0	-19585.748539453616	0.0	-182.59754055389223
124000	-19763.559890478246	-183.33173262481736	-19580.228157853428	0.9049052708314637	16.795050836830367	3.2064039443260692	1.0	1.0	-19580.228157853428	0.0	-182.16658258220815
125000	-19766.0129766357	-182.06917986525852	-19583.94379677044	0.8675967163344834	16.599546177929746	3.720811413673305	1.0	1.0	-19583.94379677044	0.0	-180.7552380988034
126000	-19768.575087098834	-182.95257651981314	-19585.62251057902	0.9310198944498114	16.72223481124593	4.036198293139427	1.0	1.0	-19585.62251057902	0.0	-181.55727328742375
127000	-19776.65870254524	-182.25101957409962	-19594.40768297114	0.9151379241709924	16.81007113570219	3.723484604980881	1.0	1.0	-19594.40768297114	0.0	-180.93635962249556
128000	-19769.565674507005	-182.63041749953996	-19586.935257007466	0.9112120465358731	16.905046518292533	3.386724439398468	1.0	1.0	-19586.935257007466	0.0	-181.41055428732574
129000	-19769.985008849988	-181.19372172557587	-19588.79128712441	0.8810794799105413	16.699627785963777	3.447669526914178	1.0	1.0	-19588.79128712441	0.0	-179.9560232222303
130000	-19765.64140862462	-179.9617778564253	-19585.679630768194	0.8437518287534586	16.212448346353316	3.7116095417850867	1.0	1.0	-19585.679630768194	0.0	-178.65031223513068
131000	-19773.885258924438	-186.0393455861224	-19587.845913338315	0.9298428585613228	16.864275135454502	2.9260786761140443	1.0	1.0	-19587.845913338315	0.0	-184.9656823952619
132000	-19764.121571090574	-181.14842233858326	-19582.973148751993	0.8365522491053059	16.300471872094104	3.039680756557956	1.0	1.0	-19582.973148751993	0.0	-180.03666984296967
133000	-19768.478967620085	-186.0783548492895	-19582.400612770794	0.8763923953602543	17.19574165156871	3.5284090525115293	1.0	1.0	-19582.400612770794	0.0	-184.81750777327656
134000	-19768.40735205226	-181.8683132715338	-19586.539038780727	0.9059163857257996	16.659100663196636	3.6061466639424467	1.0	1.0	-19586.539038780727	0.0	-180.58567347538275
135000	-19775.833442938292	-181.93383286271185	-19593.89961007558	0.8737714817721648	16.331865576327786	3.28210330440682	1.0	1.0	-19593.89961007558	0.0	-180.74534839448606
136000	-19769.27571963266	-184.83591848913971	-19584.43980114352	0.8822506976368609	16.826915245664868	4.041823368444788	1.0	1.0	-19584.43980114352	0.0	-183.43922257016192
137000	-19781.579560263533	-183.88618523700617	-19597.693375026527	0.9116591066761134	16.75125145524699	4.001219923146854	1.0	1.0	-19597.693375026527	0.0	-182.49958594159676
138000	-19779.905311934996	-183.57945290258533	-19596.32585903241	0.8413399176088223	16.431323831136524	3.0740611527071677	1.0	1.0	-19596.32585903241	0.0	-182.45645336413813
139000	-19762.299817733332	-182.41050787444166	-19579.88930985889	0.8748236743091992	16.61320218642573	3.3607923906611803	1.0	1.0	-19579.88930985889	0.0	-181.19833109771628
140000	-19770.131014989376	-181.57832757900513	-19588.55268741037	0.8947791191612269	16.66692659291118	3.27434953862675	1.0	1.0	-19588.55268741037	0.0	-180.3922083438041
141000	-19773.750362721377	-180.53177090714095	-19593.218591814235	0.9068659416188349	16.17387938529978	4.212398971960047	1.0	1.0	-19593.218591814235	0.0	-179.09373859466757
142000	-19767.89399699529	-186.96994400103668	-19580.924052994254	0.8340996176335953	16.938644417044134	4.372033360191221	1.0	1.0	-19580.924052994254	0.0	-185.49471580033264
143000	-19761.78558936702	-186.69238826101446	-19575.093201106007	0.8562973115210162	17.0671445931368	3.5028399148787503	1.0	1.0	-19575.093201106007	0.0	-185.4388142172785
144000	-19780.76114944279	-183.52090349031394	-19597.24024595248	0.8482842242772618	16.7646803643086	3.9204324690069967	1.0	1.0	-19597.24024595248	0.0	-182.1547015188705
145000	-19772.273567171964	-180.55023850217947	-19591.723328669785	0.9001756716383371	16.71468937443524	3.0721169360262346	1.0	1.0	-19591.723328669785	0.0	-179.4278716225058
146000	-19768.010633096495	-181.39512826667536	-19586.61550482982	0.8430211917660415	16.584405149908672	3.7617778312993853	1.0	1.0	-19586.61550482982	0.0	-180.070236593548
147000	-19768.773897562394	-184.0061325208687	-19584.767765041524	0.8508528359672893	16.877259331294447	3.692723462646685	1.0	1.0	-19584.767765041524	0.0	-182.69976826929494
148000	-19773.899299333923	-183.7095218363733	-19590.18977749755	0.8308601081023717	16.947350216903974	4.077987776738201	1.0	1.0	-19590.18977749755	0.0	-182.30391816159235
149000	-19774.22364946171	-184.9461172953736	-19589.277532166336	0.8376214355603117	17.07424404759052	3.7738521048393725	1.0	1.0	-19589.277532166336	0.0	-183.618021037102
150000	-19771.276978309063	-181.82734430511306	-19589.449634003948	0.8323161649642892	16.362217000151993	3.687507692335227	1.0	1.0	-19589.449634003948	0.0	-180.52239349739227
151000	-19766.941506616102	-184.89537318572135	-19582.04613343038	0.8457591963401457	16.86631464829893	3.9138022629859752	1.0	1.0	-19582.04613343038	0.0	-183.5308638384667
152000	-19769.013630709593	-185.8917104302042	-19583.121920279387	0.8032931044074331	16.7705799389917	3.1666785049634787	1.0	1.0	-19583.121920279387	0.0	-184.7390271818633
153000	-19786.639317996727	-184.87075879843186	-19601.768559198295	0.8427996426964907	16.842154965707053	3.398754707499665	1.0	1.0	-19601.768559198295	0.0	-183.64734969640034
154000	-19771.332253229542	-186.4767054549078	-19584.855547774634	0.862200866336893	17.029968832760154	3.0953914280281425	1.0	1.0	-19584.855547774634	0.0	-185.34679108567656
155000	-19765.32521194058	-183.3812106530802	-19581.944001287502	0.8809580219895436	16.660812667392985	3.7736366351196624	1.0	1.0	-19581.944001287502	0.0	-182.05317149187152
156000	-19771.424520131673	-183.54856832141155	-19587.875951810263	0.840443609190266	16.482751915242847	3.725622146388128	1.0	1.0	-19587.875951810263	0.0	-182.23333446436158
