# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue May 02 21:10:47 PDT 2023 [seed=1683087046578]
# -save_state saved_state -save_every 100000 -threads 1 -beagle_GPU -beagle_cuda -beagle_scaling dynamic infile.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
126000	-24930.73617414848	-223.20477231184674	-24707.53140183663	0.9610708847761238	19.992165110653055	4.599676201475229	1.0	1.0	-24707.53140183663	0.0	-221.67878640181289
127000	-24924.80779402769	-222.3164470461787	-24702.49134698151	0.9528321846520319	19.981835959342778	4.666987938711397	1.0	1.0	-24702.49134698151	0.0	-220.7759331635916
128000	-24918.562224891702	-222.86695438587995	-24695.69527050582	0.8560401053276145	19.809836610551773	4.7562853267396346	1.0	1.0	-24695.69527050582	0.0	-221.30748741584426
129000	-24926.330371018674	-222.9505903674523	-24703.379780651223	0.9967846542464691	20.25624627044502	4.210144218530858	1.0	1.0	-24703.379780651223	0.0	-221.51309346416164
130000	-24921.840844994833	-222.5737939105402	-24699.267051084295	0.9083565286025412	20.033952855472723	4.222118825438258	1.0	1.0	-24699.267051084295	0.0	-221.13345681716186
131000	-24920.665352312182	-225.03114392177588	-24695.634208390406	0.9265415629172035	20.060077397154334	5.415650078148001	1.0	1.0	-24695.634208390406	0.0	-223.3418509971623
132000	-24913.250069671063	-224.88002373645082	-24688.37004593461	0.9004785078523868	19.80968514302118	5.311001774320115	1.0	1.0	-24688.37004593461	0.0	-223.21024326092663
133000	-24913.381201865566	-224.5816179852761	-24688.79958388029	0.862686812802621	20.023033942550594	4.637721719837134	1.0	1.0	-24688.79958388029	0.0	-223.04739474827795
134000	-24912.552009288614	-225.71310825404822	-24686.838901034567	0.8590718573459105	19.747767138509342	5.925296855446752	1.0	1.0	-24686.838901034567	0.0	-223.933877466097
135000	-24917.23225865256	-221.60413398408795	-24695.62812466847	0.854144223120244	19.8267192101392	3.9975630627693977	1.0	1.0	-24695.62812466847	0.0	-220.21844904293434
136000	-24917.380925276986	-224.1978636089124	-24693.183061668075	0.8801532144333503	20.29631115669986	4.838533166438834	1.0	1.0	-24693.183061668075	0.0	-222.62125199890264
137000	-24920.980667179112	-223.76805575382107	-24697.21261142529	0.9719953697783854	20.42913344273861	4.454041702896484	1.0	1.0	-24697.21261142529	0.0	-222.27424382200851
138000	-24926.595470882923	-223.40213086849394	-24703.19334001443	0.9211153922556118	20.221785025275445	4.667160777655396	1.0	1.0	-24703.19334001443	0.0	-221.86157995222564
139000	-24916.989464601476	-221.69216569950552	-24695.29729890197	0.8705401152056407	19.891487821505507	4.440027370178638	1.0	1.0	-24695.29729890197	0.0	-220.20150515862574
140000	-24920.180449438954	-221.38589139431943	-24698.794558044636	0.928018717629991	19.840452428128636	4.78940047530008	1.0	1.0	-24698.794558044636	0.0	-219.81948615246276
141000	-24932.78173708178	-225.53258645437185	-24707.24915062741	0.9587997067087752	20.392712537525764	4.490470874426273	1.0	1.0	-24707.24915062741	0.0	-224.0306288863065
142000	-24926.695423577134	-223.9920556981927	-24702.70336787894	0.9733344038123474	20.358745759484698	4.7661531271093605	1.0	1.0	-24702.70336787894	0.0	-222.4305161909703
143000	-24921.279745885044	-225.3721961630304	-24695.907549722015	0.9520625524669952	20.65584370564541	4.295866184974502	1.0	1.0	-24695.907549722015	0.0	-223.91454295505793
144000	-24919.12718117035	-224.73996974540438	-24694.387211424943	0.9782069925549943	20.58559334509326	4.036034299165919	1.0	1.0	-24694.387211424943	0.0	-223.3447071446424
145000	-24919.114808863254	-226.00477750217965	-24693.110031361073	0.9028316244251224	20.521420055706955	4.319755391987746	1.0	1.0	-24693.110031361073	0.0	-224.5415787237518
146000	-24927.039075697194	-227.15608427942956	-24699.882991417766	0.9308464083513774	21.03774544205155	4.660103788107384	1.0	1.0	-24699.882991417766	0.0	-225.61704655941398
147000	-24924.69602663138	-223.8898912383069	-24700.80613539307	0.9133281032084454	20.152055710918688	4.003976048049628	1.0	1.0	-24700.80613539307	0.0	-222.5026033588774
148000	-24918.174452191837	-222.91761357720696	-24695.25683861463	0.9359321649989488	20.303034568219967	4.536464788266885	1.0	1.0	-24695.25683861463	0.0	-221.4054655494817
149000	-24919.145007468087	-222.9337284940225	-24696.211278974064	0.9207150637533673	20.41810635257592	4.30022468113694	1.0	1.0	-24696.211278974064	0.0	-221.47506122126083
150000	-24919.299947952186	-220.36277522593173	-24698.937172726255	0.9657965771700395	19.927796232612497	3.9169360987771387	1.0	1.0	-24698.937172726255	0.0	-218.99746548519852
