# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Tue May 02 21:10:47 PDT 2023 [seed=1683087046578]
# -save_state saved_state -save_every 100000 -threads 1 -beagle_GPU -beagle_cuda -beagle_scaling dynamic infile.xml
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	constant.popSize	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
2668000	-24928.01413292975	-222.5542004360106	-24705.45993249374	0.9023994600629621	20.083231699763438	3.8656833743555477	1.0	1.0	-24705.45993249374	0.0	-221.20206195864168
2669000	-24919.69931959	-223.27120143018377	-24696.428118159816	0.9144395876200128	20.249733895737936	4.251037660698009	1.0	1.0	-24696.428118159816	0.0	-221.82403832159017
2670000	-24921.548369580607	-220.71574745514638	-24700.83262212546	0.907587777298287	19.46558480640645	5.025222114647242	1.0	1.0	-24700.83262212546	0.0	-219.10127780025826
2671000	-24926.23287575682	-220.67817354227424	-24705.554702214547	0.9500271100274054	19.67425528293768	3.7890591961071074	1.0	1.0	-24705.554702214547	0.0	-219.34605578721198
2672000	-24928.726709349456	-224.88793192580846	-24703.838777423647	0.8831090856947705	20.162399573316364	5.288356842266069	1.0	1.0	-24703.838777423647	0.0	-223.22242434401807
2673000	-24921.028506813407	-223.564037509663	-24697.464469303744	0.8900734536653139	20.001327272903982	3.98665923732785	1.0	1.0	-24697.464469303744	0.0	-222.18108391335687
2674000	-24927.100645466184	-222.72058361032254	-24704.38006185586	0.9103891153353301	19.933135101634445	4.343899745545136	1.0	1.0	-24704.38006185586	0.0	-221.25181110679122
2675000	-24933.595089091312	-222.62315505911775	-24710.971934032194	0.9381717403609522	20.015611417115625	4.267697936499535	1.0	1.0	-24710.971934032194	0.0	-221.1720805021989
2676000	-24921.651534200973	-222.6311912087071	-24699.020342992266	0.9015967085434635	19.97966030712613	3.9412209577892097	1.0	1.0	-24699.020342992266	0.0	-221.2597006456388
2677000	-24932.70299909404	-226.65035398548704	-24706.052645108553	0.9699385560162622	20.294954890932846	5.601983467266888	1.0	1.0	-24706.052645108553	0.0	-224.92723325987325
2678000	-24928.327150326935	-223.23705223126112	-24705.090098095676	0.9378144824397271	19.995800959858165	3.91350234506817	1.0	1.0	-24705.090098095676	0.0	-221.87261951777324
2679000	-24919.286845752176	-223.12789790725625	-24696.15894784492	0.8704899140464005	19.944367328354552	3.9630345477132543	1.0	1.0	-24696.15894784492	0.0	-221.75088787552016
2680000	-24934.70395860411	-226.03349968023696	-24708.670458923873	0.8636014419821341	20.37445413155854	4.054917431345925	1.0	1.0	-24708.670458923873	0.0	-224.6335693550604
2681000	-24928.441898914843	-221.13442502834968	-24707.307473886493	0.8986991725421791	19.692915660325912	4.4869627448505005	1.0	1.0	-24707.307473886493	0.0	-219.6332490042986
2682000	-24936.383521415137	-224.7662451434487	-24711.61727627169	0.8888068357522245	20.404049239576022	4.004939571417004	1.0	1.0	-24711.61727627169	0.0	-223.3787166513276
2683000	-24935.557756471353	-221.72964034205674	-24713.828116129298	0.8337817339215156	19.497215362556023	4.324889433032213	1.0	1.0	-24713.828116129298	0.0	-220.2652537666165
2684000	-24937.352546024635	-222.5882440601382	-24714.764301964497	0.8360440228277831	19.68034218433975	4.495781357845782	1.0	1.0	-24714.764301964497	0.0	-221.08510457910168
2685000	-24930.80965137801	-222.51999627385737	-24708.289655104152	0.9144426031180033	19.994244008855713	4.18210148868891	1.0	1.0	-24708.289655104152	0.0	-221.0891824051662
2686000	-24932.753976677224	-223.60192670308288	-24709.152049974142	0.9310596707391333	20.316496062509653	4.795929463694427	1.0	1.0	-24709.152049974142	0.0	-222.03415917334553
2687000	-24928.471035315742	-223.03354548867972	-24705.43748982706	0.8763506016110468	19.78876415211631	4.51481591458502	1.0	1.0	-24705.43748982706	0.0	-221.52618107460543
2688000	-24928.029458243647	-222.05417883072957	-24705.975279412916	0.9413008636050771	20.01290102541956	4.517404685792571	1.0	1.0	-24705.975279412916	0.0	-220.54624118635166
2689000	-24928.10291070646	-220.20040476795947	-24707.902505938502	0.9310235024540019	19.662481357932087	4.224744642010439	1.0	1.0	-24707.902505938502	0.0	-218.75944594873772
2690000	-24934.955542274278	-228.23504653336022	-24706.720495740916	0.981299347154405	20.233055991051902	3.151685628418105	1.0	1.0	-24706.720495740916	0.0	-227.08710910351567
2691000	-24917.67636557784	-222.7479028032186	-24694.928462774624	0.9422140146474353	19.984996189834636	4.524318105934141	1.0	1.0	-24694.928462774624	0.0	-221.2384359322435
2692000	-24917.545885032032	-222.1126321142294	-24695.433252917803	0.9914869924441797	20.07585289642162	4.2490863526274145	1.0	1.0	-24695.433252917803	0.0	-220.66592813025608
2693000	-24920.587778624995	-223.0185117531668	-24697.56926687183	0.9846454954225069	20.17640899284787	4.212217583465822	1.0	1.0	-24697.56926687183	0.0	-221.58052250223645
2694000	-24920.465301147873	-224.67712661861697	-24695.788174529254	0.9645997672602236	20.334700856784448	4.298928102639768	1.0	1.0	-24695.788174529254	0.0	-223.21876090544836
2695000	-24925.4404136903	-225.2093244503547	-24700.231089239944	0.9746554823020029	20.08285274774416	3.630925253640019	1.0	1.0	-24700.231089239944	0.0	-223.91983694374716
2696000	-24919.43241997521	-223.58891879363188	-24695.843501181578	0.9832739731159131	20.255500049001377	4.661819172566156	1.0	1.0	-24695.843501181578	0.0	-222.04951304129392
2697000	-24915.86894320371	-223.60907924820057	-24692.25986395551	0.9517747737864166	20.062474190977287	4.48097661178132	1.0	1.0	-24692.25986395551	0.0	-222.10923823182966
2698000	-24927.588009950607	-227.26338187550255	-24700.324628075105	0.9540227417825079	20.558868730933664	5.456815800131197	1.0	1.0	-24700.324628075105	0.0	-225.56651644265446
2699000	-24926.73371245174	-225.6189660753879	-24701.114746376352	0.9662980446984384	20.05685433664031	3.5586556344895617	1.0	1.0	-24701.114746376352	0.0	-224.34958323260577
2700000	-24925.767084644805	-224.11756779089242	-24701.64951685391	0.9769683791708932	20.33455100902867	4.201185771482801	1.0	1.0	-24701.64951685391	0.0	-222.68220097890622
2701000	-24926.739386442772	-223.3999013697621	-24703.33948507301	0.9597638198577769	20.15011655200263	4.80217602176622	1.0	1.0	-24703.33948507301	0.0	-221.83083221670685
2702000	-24927.912865686656	-223.4080208579653	-24704.50484482869	0.9169795957784938	20.042379704906732	4.319465825079761	1.0	1.0	-24704.50484482869	0.0	-221.94488911495668
2703000	-24940.668247047543	-224.55767095051988	-24716.110576097024	0.8957259743606052	20.048725923176924	3.6395515640907448	1.0	1.0	-24716.110576097024	0.0	-223.26581047313894
2704000	-24935.34199487236	-225.5471399221446	-24709.794854950214	0.8957550667696129	20.40932885202199	4.026654822364449	1.0	1.0	-24709.794854950214	0.0	-224.15420395977614
2705000	-24933.76988688913	-225.96879861699338	-24707.80108827214	0.93733640577126	20.414014030812783	4.355592985447605	1.0	1.0	-24707.80108827214	0.0	-224.49733785397245
2706000	-24923.810692056053	-225.69724471630352	-24698.11344733975	0.9408519380754419	20.394191228158125	4.663102990159745	1.0	1.0	-24698.11344733975	0.0	-224.15756361204748
2707000	-24942.504935636767	-221.29899967493773	-24721.20593596183	0.9517179326227968	19.568466628368263	4.017225571094138	1.0	1.0	-24721.20593596183	0.0	-219.90840816701865
2708000	-24931.425961484052	-225.03940410061512	-24706.386557383437	0.9942983162310027	20.508846701086792	4.687037488052684	1.0	1.0	-24706.386557383437	0.0	-223.49460338340214
2709000	-24917.385046337724	-225.58296022013738	-24691.802086117586	0.9262258445183645	20.2845711960579	3.7766190356555533	1.0	1.0	-24691.802086117586	0.0	-224.25413104576333
2710000	-24935.485640897874	-225.2446004658056	-24710.24104043207	0.9215140065738124	20.484494997345568	4.490260132492809	1.0	1.0	-24710.24104043207	0.0	-223.74268982976244
2711000	-24932.360212895284	-226.12819414403978	-24706.232018751245	0.9608347148263776	20.591118646214692	4.217846238230004	1.0	1.0	-24706.232018751245	0.0	-224.68886951636267
2712000	-24927.64139688741	-225.24015337717833	-24702.401243510234	1.0064736759950994	20.576640427997802	4.526142841582516	1.0	1.0	-24702.401243510234	0.0	-223.73028327023908
2713000	-24932.83046027938	-225.4858062213757	-24707.344654058004	0.9619799177361665	20.5569826339299	4.591687842785685	1.0	1.0	-24707.344654058004	0.0	-223.9615585431565
2714000	-24921.238880814584	-225.1635526044116	-24696.075328210172	0.932869130889207	20.473728444222477	4.594532550302181	1.0	1.0	-24696.075328210172	0.0	-223.63868558385448
2715000	-24936.868154898744	-225.383593532965	-24711.484561365778	0.9493919867561482	20.102730473859097	5.740603088476476	1.0	1.0	-24711.484561365778	0.0	-223.63602926047392
2716000	-24915.715608034752	-219.86692938061935	-24695.848678654133	0.9836387159481638	19.826706683158218	4.090002578183839	1.0	1.0	-24695.848678654133	0.0	-218.45838378020204
2717000	-24922.22277597702	-220.075090242251	-24702.14768573477	1.0103134441448351	19.94197386416881	4.241314566819182	1.0	1.0	-24702.14768573477	0.0	-218.63021698171525
2718000	-24922.508844298864	-221.98621236581818	-24700.522631933047	0.9212258862147836	19.972842864773632	4.207387871032664	1.0	1.0	-24700.522631933047	0.0	-220.54937036887475
2719000	-24927.528132618423	-223.67818566160392	-24703.84994695682	1.000609605555521	20.778621970568228	4.266933407891483	1.0	1.0	-24703.84994695682	0.0	-222.22729026382603
2720000	-24920.705565558874	-220.3043066467895	-24700.401258912083	0.9357004095095364	20.062296145677617	4.269283391050149	1.0	1.0	-24700.401258912083	0.0	-218.85286065774307
2721000	-24921.399875946907	-221.6348166847978	-24699.76505926211	0.9764643431563261	20.17512600330981	4.578967917613017	1.0	1.0	-24699.76505926211	0.0	-220.11334305756517
2722000	-24926.987295891864	-222.9094141857065	-24704.07788170616	0.9566125702507962	20.37157683890417	4.459053544376005	1.0	1.0	-24704.07788170616	0.0	-221.41447765197537
2723000	-24926.91807433501	-226.90335017499345	-24700.014724160017	0.9519992092572376	20.657682377937675	5.054505713245912	1.0	1.0	-24700.014724160017	0.0	-225.2830701090535
2724000	-24919.32048920356	-225.25399334058218	-24694.06649586298	0.9776150057185229	20.50672865284815	4.938289958566652	1.0	1.0	-24694.06649586298	0.0	-223.6569742315438
2725000	-24916.946452746408	-225.21545824696062	-24691.73099449945	0.8905578577592258	20.157242265669364	5.0960705618808815	1.0	1.0	-24691.73099449945	0.0	-223.58698848226368
2726000	-24906.244843244163	-223.54293715100042	-24682.701906093163	0.9354544520636888	20.02628256858298	4.789023649327753	1.0	1.0	-24682.701906093163	0.0	-221.97661059139202
2727000	-24918.729280602995	-223.37204979045825	-24695.357230812537	0.9006439296888215	20.08925176880075	4.049034635553284	1.0	1.0	-24695.357230812537	0.0	-221.97357129934423
2728000	-24916.1015301274	-222.07737277795616	-24694.024157349442	0.9245084500682685	19.877185740763622	4.2713586630110045	1.0	1.0	-24694.024157349442	0.0	-220.62544081326791
2729000	-24940.816769118297	-224.06094376721256	-24716.755825351083	0.913999598243225	20.192443902434256	3.8773679698468833	1.0	1.0	-24716.755825351083	0.0	-222.70578720205336
2730000	-24936.50201376962	-227.08249127362654	-24709.41952249599	1.005675408377056	21.12622596821232	4.879961761912959	1.0	1.0	-24709.41952249599	0.0	-225.49735388946576
2731000	-24928.282501851638	-224.80859385890417	-24703.473907992735	0.9346165463384192	20.000953691723062	5.7227377063805625	1.0	1.0	-24703.473907992735	0.0	-223.06414654801787
2732000	-24936.888914183168	-223.74977271196724	-24713.1391414712	1.020689614508684	20.591145585961844	4.414928370712325	1.0	1.0	-24713.1391414712	0.0	-222.26478110211715
2733000	-24927.21183213608	-221.00777965370918	-24706.20405248237	0.9349307091156228	19.698912832336774	4.55613306644209	1.0	1.0	-24706.20405248237	0.0	-219.4913054016934
2734000	-24931.540899399828	-221.03811184092916	-24710.5027875589	0.9225039155311165	19.780997068652105	3.7944329292065593	1.0	1.0	-24710.5027875589	0.0	-219.70457686701573
2735000	-24934.61758688921	-224.48606138658548	-24710.131525502624	0.9843700396967564	20.35996960361316	4.931138394819749	1.0	1.0	-24710.131525502624	0.0	-222.89049151345876
2736000	-24935.93020480381	-223.5139274770461	-24712.416277326767	0.9527988579616598	20.25759481233864	4.768671611809661	1.0	1.0	-24712.416277326767	0.0	-221.9518596990211
2737000	-24938.76300750929	-222.20076747178007	-24716.56224003751	1.0142356541042703	20.011172635367373	3.6197981111408275	1.0	1.0	-24716.56224003751	0.0	-220.9143492179007
2738000	-24935.830805122656	-222.5945946207339	-24713.236210501924	0.9883777919409436	20.40999536053344	4.146296425567891	1.0	1.0	-24713.236210501924	0.0	-221.17237911251584
2739000	-24946.592312194585	-221.5235992894812	-24725.068712905104	0.9273368035732618	19.96207931348784	4.029355378641552	1.0	1.0	-24725.068712905104	0.0	-220.12999288198895
2740000	-24939.783838995005	-225.0519135052516	-24714.731925489752	0.949571748854648	20.42741273928462	4.3008314907630565	1.0	1.0	-24714.731925489752	0.0	-223.59310513130075
2741000	-24940.202705784144	-225.49105425210797	-24714.711651532038	0.9253840262471652	20.532178837884597	4.050025020332613	1.0	1.0	-24714.711651532038	0.0	-224.0923311931487
2742000	-24924.04948666774	-221.32141266440394	-24702.728074003335	0.9501867656719695	19.686519607349712	4.726325936437391	1.0	1.0	-24702.728074003335	0.0	-219.76826452135683
2743000	-24925.20079684506	-224.38596150630238	-24700.81483533876	0.948466323204419	20.3366984530261	3.956774943746717	1.0	1.0	-24700.81483533876	0.0	-223.01053222099122
2744000	-24928.178510664697	-222.66181702369352	-24705.516693641002	0.9824405347193368	20.21028312764968	3.873104558464338	1.0	1.0	-24705.516693641002	0.0	-221.307760626762
2745000	-24930.13624650842	-225.82780411440095	-24704.30844239402	0.9468056159917984	20.26568499732595	5.567773145429745	1.0	1.0	-24704.30844239402	0.0	-224.11080893475815
2746000	-24924.11668741275	-224.25724329397315	-24699.859444118774	0.9845320721339993	20.64330498378505	4.613807604527577	1.0	1.0	-24699.859444118774	0.0	-222.72818983328614
2747000	-24926.335085856816	-223.6845756933056	-24702.65051016351	0.9472841327858154	20.35414390550537	4.309768444933318	1.0	1.0	-24702.65051016351	0.0	-222.22369151570666
2748000	-24922.267772077055	-222.5138133342268	-24699.75395874283	0.9183964778853926	19.6296989290654	3.7229339512877266	1.0	1.0	-24699.75395874283	0.0	-221.19930128021673
2749000	-24928.928583047113	-220.30124192934915	-24708.627341117764	0.9507062318924787	19.58014188847449	4.404091133670801	1.0	1.0	-24708.627341117764	0.0	-218.81870801731708
2750000	-24924.808896452287	-222.30865500432466	-24702.50024144796	0.9364232702392332	20.178000354324535	4.2556439747847135	1.0	1.0	-24702.50024144796	0.0	-220.86040890832558
2751000	-24929.973638661944	-222.97411906229246	-24706.999519599653	0.9403538202378949	20.12354450686867	4.059630598995199	1.0	1.0	-24706.999519599653	0.0	-221.5730270782874
2752000	-24935.15329027651	-222.9294412088511	-24712.22384906766	0.9612865020188754	20.064632424254032	4.648938721821598	1.0	1.0	-24712.22384906766	0.0	-221.39280224716703
2753000	-24922.629060031504	-223.08748341761955	-24699.541576613883	0.9003334826565272	19.886905711167305	3.8453907018136935	1.0	1.0	-24699.541576613883	0.0	-221.74060820686876
2754000	-24916.139913031584	-222.61778785588393	-24693.5221251757	0.952588132868792	19.744606718556355	4.905329205635098	1.0	1.0	-24693.5221251757	0.0	-221.02746564878137
2755000	-24917.558747492618	-221.94436873137795	-24695.61437876124	0.922330842684837	19.783288208306395	4.084536976176178	1.0	1.0	-24695.61437876124	0.0	-220.53716035681558
2756000	-24928.488171205314	-224.67191060249885	-24703.816260602816	0.9833846230296194	20.363967266113104	5.132576045987757	1.0	1.0	-24703.816260602816	0.0	-223.03630291613894
2757000	-24918.692038538207	-222.16106892405034	-24696.530969614156	0.8818829726483238	19.63475741287615	4.142999010179222	1.0	1.0	-24696.530969614156	0.0	-220.73964899986913
2758000	-24931.76712999096	-225.48947314356818	-24706.277656847393	0.9255927652708429	19.751734758026167	5.913995646954279	1.0	1.0	-24706.277656847393	0.0	-223.71215145819593
2759000	-24935.934759543372	-224.02131831259956	-24711.913441230772	0.9351797614553712	20.168608183777454	4.81130901389558	1.0	1.0	-24711.913441230772	0.0	-222.45034912124538
2760000	-24922.919274409825	-222.8788113996834	-24700.04046301014	0.9203568555900998	19.948073585122053	4.5829935371817205	1.0	1.0	-24700.04046301014	0.0	-221.3564590043294
2761000	-24935.096784481684	-224.2790653934724	-24710.817719088212	0.8867756680882877	20.19897360660629	4.889614249576824	1.0	1.0	-24710.817719088212	0.0	-222.69195197866435
2762000	-24948.249398802887	-226.31362156731512	-24721.935777235572	0.8734761185879304	20.45470940609813	4.2889262076903005	1.0	1.0	-24721.935777235572	0.0	-224.85758516694347
2763000	-24942.328193855334	-223.4741055192095	-24718.854088336124	0.8761799720413735	20.08519753836199	4.062035522639689	1.0	1.0	-24718.854088336124	0.0	-222.07242131097885
2764000	-24933.6882864927	-222.17221411644056	-24711.51607237626	0.8613226837060712	19.880018797535037	4.616016233350785	1.0	1.0	-24711.51607237626	0.0	-220.64268207048383
2765000	-24939.533533993592	-222.53644359353743	-24716.997090400055	0.9013776126629623	19.74218639578861	4.672817382723183	1.0	1.0	-24716.997090400055	0.0	-220.99468140982026
2766000	-24930.214840572924	-225.80319734290887	-24704.411643230014	0.89168515784953	20.44896626725667	4.021529997356578	1.0	1.0	-24704.411643230014	0.0	-224.411534916329
2767000	-24938.64290643532	-221.35714932343012	-24717.28575711189	0.8999468249547865	19.834851763948294	4.316168629757555	1.0	1.0	-24717.28575711189	0.0	-219.89478120595467
2768000	-24928.613982506286	-223.54208588689391	-24705.071896619393	0.9308570766462373	20.276652838847223	4.345283093168081	1.0	1.0	-24705.071896619393	0.0	-222.07299497652036
2769000	-24931.111050493673	-222.5070224568056	-24708.60402803687	0.816348757115472	19.592251137624032	3.7415158309867977	1.0	1.0	-24708.60402803687	0.0	-221.1875316250891
2770000	-24921.78692075945	-224.92080849416712	-24696.86611226528	0.9044655691590913	20.206234051176164	5.382980311575668	1.0	1.0	-24696.86611226528	0.0	-223.2375663121139
2771000	-24928.331469815996	-223.31266711299259	-24705.018802703	0.863705868764562	19.942526972345597	4.674858771104956	1.0	1.0	-24705.018802703	0.0	-221.77046816009755
2772000	-24919.17360106934	-223.148708723728	-24696.02489234561	0.873827966875799	20.284309966304587	4.2548692921814295	1.0	1.0	-24696.02489234561	0.0	-221.70064468081574
2773000	-24912.301666745345	-220.75377437171653	-24691.54789237363	0.921127010615941	19.900442910370128	4.032975497504578	1.0	1.0	-24691.54789237363	0.0	-219.35926993134473
2774000	-24921.45639379751	-221.78443583341823	-24699.671957964092	0.910533868564366	19.933433715495987	3.846362876874048	1.0	1.0	-24699.671957964092	0.0	-220.43730783894117
2775000	-24933.719637651957	-225.28820580004515	-24708.43143185191	0.8710286745439162	20.396675847131192	4.847533594301494	1.0	1.0	-24708.43143185191	0.0	-223.7097357617021
2776000	-24929.94351275902	-225.26223191849493	-24704.681280840523	0.949787882842694	20.7133396631583	4.46406037930663	1.0	1.0	-24704.681280840523	0.0	-223.76617316767707
2777000	-24921.267791184626	-222.72248699107294	-24698.545304193554	0.9107584660952205	19.95461256250787	4.325111849013429	1.0	1.0	-24698.545304193554	0.0	-221.25804898997993
2778000	-24934.178590277996	-224.7670196568609	-24709.411570621134	0.9162863620909923	20.09854357927236	5.512784932387982	1.0	1.0	-24709.411570621134	0.0	-223.05994972900868
2779000	-24927.295702377276	-222.99384584873056	-24704.301856528546	0.8645091492634585	20.056953939098335	4.030194476111074	1.0	1.0	-24704.301856528546	0.0	-221.60003121683678
2780000	-24929.038163610516	-222.7636439474355	-24706.27451966308	0.8946633989666656	20.100885238127518	4.325233331416547	1.0	1.0	-24706.27451966308	0.0	-221.2991778590464
2781000	-24929.79765932977	-221.728390791279	-24708.069268538493	0.8185819234602109	19.597482689495646	3.870329538420217	1.0	1.0	-24708.069268538493	0.0	-220.37505113581597
2782000	-24930.59101782782	-223.99489826057697	-24706.596119567243	0.8283288610986702	20.001022838389936	4.357322763691455	1.0	1.0	-24706.596119567243	0.0	-222.5230404368438
2783000	-24930.353256687773	-224.83343136765242	-24705.51982532012	0.9063431887363868	20.58601468549951	4.649126207470836	1.0	1.0	-24705.51982532012	0.0	-223.29675207808276
2784000	-24911.537478712075	-222.32964233174087	-24689.207836380334	0.8857862022086558	20.167773548705622	4.171862676688901	1.0	1.0	-24689.207836380334	0.0	-220.90127971060693
2785000	-24931.683492767093	-225.92454774624795	-24705.758945020847	0.9619347015907986	20.917661553610998	4.855719209794564	1.0	1.0	-24705.758945020847	0.0	-224.34439051751627
2786000	-24921.10776651594	-224.90765778841936	-24696.20010872752	0.918410234034592	20.70228486673713	4.483125624958133	1.0	1.0	-24696.20010872752	0.0	-223.40733730111847
2787000	-24921.477148580303	-223.26734255427226	-24698.209806026032	0.8513371142241105	20.003292451961002	4.185286960051693	1.0	1.0	-24698.209806026032	0.0	-221.83576728397148
2788000	-24917.393554554514	-224.21615183585402	-24693.17740271866	0.9483354641327938	20.305162978773996	4.495443717146818	1.0	1.0	-24693.17740271866	0.0	-222.71308745931023
2789000	-24905.073287986514	-221.80284521773896	-24683.270442768775	0.8868761366897806	19.824432900351756	3.9561596079609704	1.0	1.0	-24683.270442768775	0.0	-220.4275714589984
2790000	-24920.224324483723	-223.83201939985514	-24696.392305083868	0.8665178182664987	20.06916526623916	4.146771396071481	1.0	1.0	-24696.392305083868	0.0	-222.4096893452438
2791000	-24931.028544470104	-224.3785845563831	-24706.64995991372	0.9788295641614462	20.38918345566671	4.177537514331287	1.0	1.0	-24706.64995991372	0.0	-222.94886259484474
2792000	-24915.03930097374	-224.91659196381428	-24690.122709009927	0.9041948577764574	20.320381502596938	3.832363484811697	1.0	1.0	-24690.122709009927	0.0	-223.57311025308627
2793000	-24917.2478386715	-228.3645928025128	-24688.883245868987	0.944635226798641	20.548277940448845	5.817958870175833	1.0	1.0	-24688.883245868987	0.0	-226.6036433118742
2794000	-24917.306712771915	-222.16687523595124	-24695.139837535964	0.9217123997740237	20.07529437292553	4.226647686128251	1.0	1.0	-24695.139837535964	0.0	-220.725466066284
2795000	-24920.005251021154	-226.54297582194548	-24693.462275199206	0.8720663594982815	20.036504326818886	5.734657445026909	1.0	1.0	-24693.462275199206	0.0	-224.79644780374497
2796000	-24904.007071370914	-221.8286683457872	-24682.178403025126	0.9145214435728418	19.849986444507557	4.486098507220194	1.0	1.0	-24682.178403025126	0.0	-220.3276849511206
2797000	-24928.296266904334	-220.8132326276043	-24707.48303427673	0.9110054368196007	19.65257601205073	4.123102231652824	1.0	1.0	-24707.48303427673	0.0	-219.39662677873392
2798000	-24928.415260230915	-224.01166843259875	-24704.403591798316	0.9971417935378734	20.400360091730004	4.767563669174061	1.0	1.0	-24704.403591798316	0.0	-222.44983301936088
2799000	-24926.941812751233	-223.27853631009066	-24703.66327644114	0.8559766646908863	20.10044156755643	4.29161230185596	1.0	1.0	-24703.66327644114	0.0	-221.8218738198179
2800000	-24923.688966223217	-223.7886633790237	-24699.900302844195	0.9102962986305688	20.243794843811028	4.967139994508536	1.0	1.0	-24699.900302844195	0.0	-222.18581915837348
2801000	-24924.442709440413	-221.88967328020635	-24702.553036160207	0.9261146418391021	20.333246124367278	4.010091584455636	1.0	1.0	-24702.553036160207	0.0	-220.5008592001323
2802000	-24932.110081123945	-223.56084231710022	-24708.549238806845	0.9020085045840258	20.48847367877896	4.640404341420539	1.0	1.0	-24708.549238806845	0.0	-222.02604081211123
2803000	-24928.51321446059	-222.02433009445824	-24706.488884366132	0.8375753120556864	19.666064285291558	4.313578358803311	1.0	1.0	-24706.488884366132	0.0	-220.56256228914384
2804000	-24920.354073583498	-221.57919974336355	-24698.774873840135	0.8854055129356125	20.009328486368165	4.193821333298922	1.0	1.0	-24698.774873840135	0.0	-220.1455874123399
2805000	-24916.570827627165	-222.37575468987572	-24694.19507293729	0.9409481851166821	20.0234109571445	5.0863285001759	1.0	1.0	-24694.19507293729	0.0	-220.74919843585897
2806000	-24925.773448065247	-223.34418577167958	-24702.429262293568	0.9162488711351575	20.352216901532643	3.967259667110647	1.0	1.0	-24702.429262293568	0.0	-221.96611017549336
2807000	-24921.15910839455	-221.49098963810908	-24699.66811875644	0.9285818974692822	20.01978170969714	4.474834759447383	1.0	1.0	-24699.66811875644	0.0	-219.99252021232718
2808000	-24922.57861282046	-223.76115172399375	-24698.817461096467	0.9583983827382291	20.7598514977844	4.409369647642719	1.0	1.0	-24698.817461096467	0.0	-222.27741998179394
2809000	-24937.328249711765	-223.54312102972	-24713.785128682044	0.892458374570997	20.65116308669165	4.349651528395743	1.0	1.0	-24713.785128682044	0.0	-222.07302529624303
2810000	-24926.4895398015	-222.5217094722986	-24703.967830329202	0.9487245349297229	20.200217331689664	4.235534104842213	1.0	1.0	-24703.967830329202	0.0	-221.07820003530077
2811000	-24923.87276749129	-222.8036999262052	-24701.069067565088	0.9965525061058672	20.26435819810741	4.305634323009767	1.0	1.0	-24701.069067565088	0.0	-221.34377545353294
2812000	-24914.663958874087	-221.4413601860222	-24693.222598688066	0.9684712016419877	19.94902373152967	4.313502239998391	1.0	1.0	-24693.222598688066	0.0	-219.97961002718833
2813000	-24916.18591378181	-225.72923949482174	-24690.456674286987	0.9819576549055145	20.444249068897395	5.179599415123616	1.0	1.0	-24690.456674286987	0.0	-224.0845117745284
2814000	-24907.481380083136	-223.627775295903	-24683.853604787233	0.9512899081070938	20.16230653447551	4.111187860685077	1.0	1.0	-24683.853604787233	0.0	-222.21406329195398
2815000	-24906.194671983256	-221.14822978821343	-24685.046442195042	0.8877711564741356	19.67324080590698	4.527291720409316	1.0	1.0	-24685.046442195042	0.0	-219.63810588171884
2816000	-24921.35032466822	-222.32438982489248	-24699.02593484333	0.8982626995894368	19.892332909871655	4.066394361682423	1.0	1.0	-24699.02593484333	0.0	-220.92163312430534
2817000	-24918.25099137084	-226.05947641120477	-24692.191514959635	0.9754569868985902	20.447958403728027	5.354397077919761	1.0	1.0	-24692.191514959635	0.0	-224.381558304135
2818000	-24907.93912330281	-222.89445121741392	-24685.044672085398	0.8938034412267092	20.079365163404365	4.311193793726429	1.0	1.0	-24685.044672085398	0.0	-221.43323636934767
2819000	-24918.38157545969	-222.5945258956589	-24695.78704956403	0.9521910930562113	20.206541368214534	4.635553356961057	1.0	1.0	-24695.78704956403	0.0	-221.060770317152
2820000	-24911.912028725084	-224.00420620063986	-24687.907822524445	0.8965125048578424	20.04872112858626	3.897133385734664	1.0	1.0	-24687.907822524445	0.0	-222.64396494706955
2821000	-24925.434778289593	-228.08907259680691	-24697.345705692787	0.9723335075409246	21.105119268538722	5.672275594475677	1.0	1.0	-24697.345705692787	0.0	-226.35348222016867
2822000	-24911.489527849037	-220.5783576866753	-24690.911170162362	0.9204618134875491	19.775707171988085	3.872688238869175	1.0	1.0	-24690.911170162362	0.0	-219.22440878541437
2823000	-24917.250961278012	-225.4621565693677	-24691.788804708645	0.9655865600891936	20.770942466802424	4.249185964880498	1.0	1.0	-24691.788804708645	0.0	-224.01542914245223
2824000	-24917.261653669873	-222.94699817427252	-24694.3146554956	0.9630733340111889	20.110921118860478	5.2420451057746105	1.0	1.0	-24694.3146554956	0.0	-221.2902864647203
2825000	-24911.10953453957	-221.58582337144307	-24689.523711168127	0.9680347021079045	19.80251344179992	4.089524574396159	1.0	1.0	-24689.523711168127	0.0	-220.1773946491238
2826000	-24923.843648081907	-225.1858176873699	-24698.65783039454	0.9840080378391196	20.62380140321118	4.414726825750922	1.0	1.0	-24698.65783039454	0.0	-223.70087172935035
2827000	-24933.146092121926	-223.5908032332633	-24709.555288888663	0.9469223329700135	20.222329387211833	4.821980802427449	1.0	1.0	-24709.555288888663	0.0	-222.01761843475916
